Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Average_score
1,3.0,1.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,200
0,0.0,0.0,0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,223
0,0.0,0.0,1,0.0,1.0,2.0,1.0,0.0,0.0,1.0,280
0,2.0,0.0,1,0.0,2.0,1.0,0.0,3.0,0.0,1.0,152
1,1.0,2.0,0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,197
0,0.0,3.0,1,0.0,1.0,2.0,1.0,4.0,1.0,2.0,173
0,3.0,2.0,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0,189
0,0.0,1.0,0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,169
1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,192
0,2.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0,2.0,210
1,3.0,0.0,1,0.0,1.0,2.0,0.0,3.0,0.0,1.0,209
1,0.0,1.0,1,0.0,0.0,0.0,1.0,3.0,0.0,2.0,98
0,3.0,2.0,1,0.0,2.0,0.0,0.0,5.0,0.0,1.0,142
0,3.0,4.0,1,0.0,1.0,2.0,0.0,5.0,0.0,2.0,243
0,1.0,0.0,0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,173
1,1.0,0.0,1,0.0,0.0,2.0,1.0,0.0,1.0,1.0,203
0,0.0,1.0,1,0.0,0.0,1.0,1.0,1.0,0.0,2.0,261
0,4.0,0.0,1,0.0,2.0,1.0,1.0,3.0,0.0,1.0,169
1,0.0,0.0,1,0.0,1.0,2.0,0.0,2.0,0.0,1.0,216
1,1.0,1.0,0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,219
1,0.0,1.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,235
0,0.0,2.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,218
0,1.0,2.0,1,0.0,3.0,1.0,0.0,4.0,0.0,1.0,193
1,0.0,3.0,0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,196
0,2.0,1.0,0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,205
0,3.0,1.0,1,0.0,1.0,2.0,0.0,1.0,0.0,1.0,189
0,2.0,1.0,1,0.0,0.0,2.0,1.0,1.0,1.0,1.0,183
1,2.0,4.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,238
0,2.0,0.0,1,1.0,0.0,0.0,1.0,3.0,0.0,1.0,222
1,3.0,2.0,0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,209
1,2.0,4.0,1,0.0,2.0,0.0,1.0,0.0,1.0,1.0,197
1,0.0,0.0,1,1.0,1.0,1.0,0.0,3.0,0.0,1.0,213
0,0.0,0.0,0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,224
0,0.0,0.0,1,0.0,0.0,1.0,1.0,6.0,1.0,1.0,171
0,2.0,2.0,0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,150
1,4.0,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,2.0,252
1,2.0,1.0,1,0.0,1.0,1.0,1.0,4.0,0.0,1.0,198
0,3.0,4.0,0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,194
0,2.0,1.0,1,1.0,2.0,0.0,1.0,0.0,0.0,1.0,198
0,1.0,3.0,0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,126
1,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,201
0,1.0,2.0,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,141
1,2.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,140
0,2.0,0.0,1,1.0,0.0,1.0,1.0,5.0,0.0,2.0,235
1,1.0,0.0,1,0.0,1.0,2.0,0.0,3.0,0.0,1.0,227
1,1.0,3.0,0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,220
0,3.0,1.0,0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,193
0,0.0,3.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,220
0,2.0,1.0,0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,179
0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,188
1,2.0,2.0,1,0.0,0.0,2.0,0.0,1.0,0.0,1.0,194
1,4.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,197
0,3.0,2.0,1,0.0,1.0,2.0,1.0,3.0,1.0,0.0,175
1,2.0,0.0,1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,182
1,0.0,3.0,1,0.0,1.0,0.0,1.0,2.0,0.0,2.0,248
0,0.0,2.0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,147
1,0.0,2.0,1,1.0,1.0,1.0,1.0,2.0,0.0,2.0,238
0,2.0,2.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,241
0,2.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,215
0,2.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,158
0,1.0,2.0,1,0.0,3.0,1.0,0.0,1.0,0.0,1.0,166
1,3.0,0.0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,109
1,0.0,4.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,219
0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,220
0,2.0,2.0,1,0.0,1.0,2.0,1.0,0.0,0.0,1.0,232
1,2.0,0.0,1,0.0,3.0,2.0,1.0,2.0,0.0,0.0,257
0,2.0,0.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,168
0,0.0,2.0,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,228
0,1.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,204
1,0.0,1.0,1,0.0,1.0,2.0,0.0,2.0,1.0,1.0,178
0,2.0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,156
0,2.0,4.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,223
0,3.0,4.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,213
1,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,0.0,1.0,228
1,0.0,4.0,1,0.0,1.0,2.0,0.0,3.0,0.0,2.0,227
1,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,196
0,3.0,0.0,1,0.0,1.0,2.0,0.0,4.0,0.0,1.0,129
1,3.0,0.0,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,226
1,3.0,0.0,0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,172
0,0.0,3.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,202
1,1.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,2.0,184
1,0.0,3.0,1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,217
1,2.0,2.0,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0,203
1,1.0,1.0,1,1.0,2.0,2.0,0.0,1.0,1.0,1.0,236
0,2.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,211
0,4.0,0.0,0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,240
1,2.0,0.0,1,0.0,1.0,1.0,0.0,2.0,0.0,1.0,171
1,1.0,4.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,272
1,2.0,2.0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,253
1,3.0,0.0,0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,150
1,1.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,166
1,0.0,1.0,0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,223
0,1.0,2.0,0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,171
0,3.0,1.0,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,169
1,3.0,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,1.0,250
0,2.0,0.0,1,0.0,1.0,2.0,0.0,7.0,0.0,0.0,150
1,1.0,1.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,189
1,1.0,0.0,1,1.0,1.0,1.0,0.0,3.0,0.0,0.0,275
1,0.0,0.0,0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,157
1,3.0,0.0,1,0.0,1.0,1.0,0.0,2.0,0.0,1.0,253
0,4.0,3.0,1,1.0,0.0,2.0,0.0,2.0,0.0,0.0,145
0,0.0,3.0,1,0.0,0.0,1.0,1.0,2.0,0.0,2.0,239
0,2.0,1.0,0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,159
0,3.0,2.0,1,0.0,1.0,1.0,1.0,5.0,1.0,1.0,146
1,3.0,0.0,0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,162
1,0.0,1.0,0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,204
1,2.0,1.0,1,1.0,0.0,1.0,0.0,3.0,0.0,1.0,176
0,3.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,173
1,2.0,0.0,0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,163
1,2.0,0.0,0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,215
1,1.0,2.0,0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,274
0,3.0,0.0,1,1.0,1.0,2.0,0.0,4.0,0.0,1.0,209
0,3.0,4.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,202
1,1.0,0.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,200
0,0.0,1.0,1,0.0,0.0,1.0,1.0,3.0,0.0,1.0,173
0,3.0,0.0,1,1.0,1.0,0.0,1.0,2.0,0.0,0.0,143
0,2.0,4.0,1,1.0,0.0,2.0,1.0,1.0,0.0,1.0,256
0,2.0,2.0,1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,242
1,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,138
0,0.0,3.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,230
0,1.0,1.0,0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,181
0,3.0,2.0,1,0.0,1.0,1.0,1.0,7.0,1.0,0.0,192
1,2.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,233
1,2.0,2.0,1,0.0,1.0,1.0,0.0,4.0,0.0,1.0,188
0,1.0,2.0,1,1.0,1.0,1.0,1.0,3.0,1.0,0.0,267
0,4.0,0.0,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,213
0,0.0,0.0,0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,139
1,2.0,3.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,231
1,2.0,2.0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0,150
1,1.0,1.0,0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,225
0,3.0,3.0,1,1.0,0.0,1.0,0.0,1.0,0.0,2.0,275
1,3.0,0.0,1,0.0,0.0,2.0,1.0,1.0,0.0,1.0,131
1,0.0,0.0,1,0.0,1.0,2.0,1.0,3.0,1.0,0.0,242
1,1.0,0.0,1,0.0,2.0,1.0,1.0,4.0,0.0,2.0,277
1,0.0,0.0,1,0.0,1.0,1.0,1.0,4.0,1.0,2.0,229
0,1.0,2.0,1,1.0,0.0,1.0,0.0,3.0,0.0,1.0,238
0,2.0,0.0,1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,204
1,1.0,2.0,1,1.0,1.0,1.0,0.0,4.0,0.0,2.0,206
0,4.0,0.0,1,1.0,1.0,2.0,1.0,1.0,0.0,1.0,206
1,4.0,4.0,1,0.0,1.0,1.0,1.0,1.0,1.0,2.0,298
0,2.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,180
0,2.0,1.0,0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,171
0,2.0,2.0,1,0.0,1.0,1.0,1.0,5.0,1.0,1.0,200
1,2.0,2.0,1,0.0,0.0,2.0,1.0,1.0,0.0,1.0,200
1,1.0,0.0,1,1.0,1.0,2.0,1.0,3.0,1.0,0.0,248
1,2.0,0.0,1,0.0,1.0,1.0,0.0,2.0,1.0,1.0,137
1,0.0,0.0,0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,248
1,0.0,4.0,1,0.0,3.0,2.0,1.0,1.0,0.0,1.0,258
1,1.0,2.0,1,1.0,0.0,2.0,0.0,1.0,1.0,1.0,186
0,0.0,3.0,1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,205
0,1.0,4.0,1,0.0,1.0,1.0,1.0,0.0,1.0,2.0,271
0,1.0,1.0,1,1.0,0.0,2.0,1.0,7.0,1.0,0.0,175
0,2.0,0.0,1,0.0,1.0,1.0,0.0,4.0,1.0,1.0,160
1,2.0,3.0,0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,166
0,3.0,0.0,0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,185
0,0.0,0.0,0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,145
0,0.0,0.0,0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,160
1,0.0,0.0,0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,179
1,4.0,0.0,0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,142
0,2.0,0.0,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,252
0,3.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,192
1,2.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,129
0,2.0,1.0,1,0.0,1.0,0.0,0.0,2.0,1.0,0.0,195
0,1.0,3.0,1,0.0,1.0,1.0,1.0,3.0,1.0,1.0,203
1,2.0,2.0,0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,191
0,3.0,1.0,1,0.0,1.0,1.0,1.0,2.0,0.0,1.0,241
0,1.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,2.0,260
1,0.0,3.0,1,0.0,1.0,1.0,0.0,2.0,0.0,1.0,263
1,0.0,0.0,1,0.0,2.0,2.0,1.0,0.0,0.0,2.0,226
0,1.0,3.0,1,0.0,1.0,1.0,0.0,2.0,1.0,1.0,235
0,0.0,2.0,0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,292
1,1.0,0.0,1,0.0,1.0,1.0,1.0,2.0,0.0,1.0,213
1,2.0,4.0,0,1.0,2.0,0.0,1.0,7.0,1.0,2.0,199
0,3.0,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,198
0,1.0,1.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,166
0,0.0,3.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,247
1,2.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,164
0,2.0,2.0,0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,256
1,0.0,3.0,0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,237
0,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,186
1,3.0,0.0,1,1.0,1.0,2.0,0.0,4.0,0.0,0.0,168
0,4.0,0.0,1,0.0,1.0,2.0,1.0,1.0,0.0,2.0,200
1,0.0,2.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,230
1,0.0,3.0,1,1.0,1.0,2.0,0.0,2.0,0.0,0.0,258
1,0.0,4.0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,246
0,2.0,0.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,261
0,0.0,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,187
0,0.0,1.0,0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,204
0,3.0,0.0,1,1.0,2.0,2.0,0.0,2.0,0.0,2.0,199
0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,139
1,3.0,0.0,1,0.0,3.0,0.0,1.0,3.0,1.0,0.0,166
0,3.0,1.0,1,1.0,1.0,1.0,1.0,4.0,0.0,0.0,169
0,1.0,3.0,1,0.0,2.0,2.0,1.0,3.0,0.0,1.0,219
1,2.0,0.0,1,0.0,2.0,1.0,1.0,5.0,0.0,0.0,196
1,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,0.0,1.0,265
1,3.0,0.0,1,0.0,2.0,2.0,1.0,0.0,0.0,1.0,273
1,2.0,0.0,1,1.0,0.0,1.0,1.0,3.0,0.0,0.0,167
0,3.0,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,2.0,269
0,0.0,0.0,1,0.0,2.0,2.0,1.0,7.0,0.0,0.0,248
0,4.0,1.0,1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,271
0,3.0,2.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,188
1,2.0,0.0,1,0.0,1.0,1.0,1.0,2.0,1.0,2.0,132
1,4.0,0.0,0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,165
1,1.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,205
0,3.0,0.0,1,0.0,1.0,1.0,0.0,5.0,0.0,2.0,236
1,3.0,0.0,0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,132
1,3.0,1.0,1,0.0,1.0,2.0,1.0,5.0,1.0,1.0,174
0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,191
1,0.0,1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,256
1,2.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,226
1,1.0,0.0,1,1.0,0.0,2.0,1.0,4.0,0.0,0.0,282
1,3.0,2.0,0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,182
1,3.0,1.0,1,1.0,1.0,2.0,1.0,3.0,1.0,1.0,207
1,1.0,2.0,0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,207
1,2.0,2.0,0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,203
0,2.0,1.0,0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,168
0,2.0,2.0,1,0.0,2.0,2.0,1.0,0.0,1.0,1.0,176
0,2.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0,2.0,234
0,3.0,2.0,0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,180
0,1.0,0.0,1,0.0,0.0,2.0,1.0,3.0,0.0,0.0,218
0,0.0,2.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,117
1,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178
0,3.0,2.0,1,0.0,0.0,2.0,1.0,4.0,1.0,1.0,229
1,2.0,1.0,0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,178
0,2.0,0.0,1,0.0,1.0,1.0,1.0,4.0,0.0,1.0,144
0,3.0,1.0,1,0.0,0.0,2.0,1.0,1.0,0.0,1.0,142
1,4.0,1.0,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,256
0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,2.0,240
0,0.0,3.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,259
0,2.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,173
0,2.0,0.0,1,0.0,1.0,1.0,1.0,2.0,1.0,1.0,230
1,1.0,1.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,198
1,0.0,3.0,0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,166
0,0.0,4.0,1,0.0,2.0,2.0,1.0,5.0,1.0,2.0,277
0,2.0,3.0,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,225
0,2.0,0.0,1,1.0,1.0,1.0,1.0,2.0,0.0,2.0,237
0,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,2.0,209
0,3.0,3.0,0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,191
0,2.0,1.0,1,1.0,2.0,2.0,1.0,3.0,1.0,0.0,227
1,1.0,3.0,1,0.0,2.0,1.0,1.0,0.0,0.0,0.0,258
1,1.0,2.0,0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,163
1,3.0,2.0,1,0.0,1.0,1.0,1.0,2.0,0.0,2.0,173
0,1.0,0.0,1,0.0,2.0,2.0,0.0,2.0,0.0,2.0,202
0,0.0,1.0,1,0.0,1.0,1.0,1.0,4.0,1.0,1.0,196
0,0.0,4.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,243
0,2.0,0.0,0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,171
1,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,104
0,2.0,0.0,0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,204
0,4.0,0.0,1,0.0,1.0,1.0,0.0,3.0,0.0,2.0,192
0,2.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,210
0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,176
0,1.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,238
0,2.0,2.0,0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,203
0,1.0,0.0,1,1.0,2.0,2.0,1.0,3.0,0.0,2.0,154
0,3.0,1.0,1,0.0,2.0,2.0,1.0,2.0,1.0,1.0,200
0,1.0,0.0,1,1.0,2.0,1.0,1.0,2.0,1.0,0.0,211
1,4.0,0.0,0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,191
0,1.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,233
1,4.0,2.0,0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,231
0,2.0,1.0,1,0.0,0.0,0.0,1.0,6.0,1.0,0.0,123
1,1.0,0.0,0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,232
1,1.0,0.0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,185
0,0.0,4.0,1,1.0,2.0,1.0,0.0,2.0,0.0,2.0,240
1,1.0,1.0,0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,184
1,2.0,0.0,1,0.0,1.0,0.0,1.0,4.0,0.0,1.0,237
1,2.0,2.0,1,0.0,2.0,2.0,1.0,0.0,0.0,2.0,191
0,2.0,0.0,1,1.0,0.0,1.0,0.0,5.0,1.0,0.0,270
0,0.0,3.0,0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,127
0,2.0,2.0,1,0.0,1.0,1.0,0.0,4.0,0.0,1.0,185
1,2.0,0.0,0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,202
0,3.0,0.0,1,0.0,2.0,0.0,1.0,3.0,0.0,0.0,199
1,3.0,1.0,1,0.0,1.0,1.0,1.0,4.0,0.0,0.0,138
0,2.0,0.0,1,0.0,0.0,1.0,0.0,2.0,1.0,0.0,181
1,0.0,0.0,1,0.0,3.0,0.0,1.0,3.0,0.0,1.0,191
1,2.0,0.0,1,1.0,2.0,1.0,0.0,3.0,0.0,1.0,214
1,0.0,1.0,1,0.0,1.0,1.0,1.0,3.0,1.0,0.0,257
1,2.0,1.0,1,1.0,2.0,2.0,0.0,1.0,0.0,1.0,242
1,3.0,2.0,1,0.0,1.0,0.0,1.0,5.0,0.0,1.0,276
0,4.0,2.0,1,0.0,1.0,1.0,1.0,1.0,0.0,2.0,177
1,1.0,1.0,0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,238
1,1.0,2.0,1,0.0,0.0,2.0,1.0,0.0,1.0,1.0,209
1,0.0,0.0,0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,170
1,0.0,0.0,1,1.0,0.0,2.0,0.0,3.0,1.0,2.0,284
1,1.0,0.0,0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,249
0,1.0,1.0,1,1.0,2.0,0.0,0.0,3.0,1.0,1.0,200
1,1.0,2.0,1,0.0,1.0,1.0,0.0,2.0,1.0,0.0,258
1,0.0,3.0,0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,259
1,4.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,187
1,3.0,0.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,265
1,3.0,2.0,1,0.0,2.0,1.0,0.0,2.0,1.0,1.0,182
1,2.0,3.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,258
1,1.0,0.0,1,0.0,1.0,1.0,1.0,5.0,0.0,2.0,217
0,3.0,0.0,0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,165
0,4.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,159
1,2.0,2.0,1,0.0,0.0,2.0,1.0,7.0,1.0,1.0,201
1,0.0,1.0,1,0.0,0.0,2.0,0.0,2.0,1.0,0.0,193
1,3.0,3.0,0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,251
1,1.0,4.0,1,1.0,0.0,1.0,0.0,1.0,1.0,2.0,241
0,1.0,0.0,1,0.0,1.0,1.0,1.0,3.0,0.0,1.0,172
0,1.0,4.0,1,0.0,1.0,0.0,0.0,2.0,0.0,1.0,228
0,2.0,3.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,249
0,3.0,0.0,1,1.0,1.0,2.0,1.0,5.0,1.0,1.0,256
1,4.0,2.0,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,113
1,3.0,0.0,1,0.0,1.0,2.0,1.0,1.0,0.0,1.0,211
1,1.0,0.0,1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,208
0,2.0,2.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,181
1,2.0,0.0,1,0.0,0.0,1.0,0.0,2.0,0.0,1.0,136
1,3.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,284
0,2.0,2.0,0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,230
1,1.0,1.0,1,0.0,2.0,1.0,1.0,0.0,1.0,0.0,184
0,0.0,2.0,1,0.0,1.0,2.0,1.0,3.0,0.0,1.0,263
0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,201
0,3.0,2.0,0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,229
1,3.0,0.0,1,0.0,1.0,1.0,1.0,3.0,0.0,1.0,189
0,3.0,0.0,1,0.0,1.0,1.0,1.0,3.0,0.0,1.0,200
0,1.0,0.0,1,0.0,1.0,2.0,0.0,4.0,0.0,0.0,225
1,2.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,260
1,2.0,1.0,1,0.0,1.0,2.0,1.0,5.0,0.0,1.0,206
1,1.0,1.0,1,0.0,2.0,0.0,0.0,2.0,0.0,1.0,232
1,3.0,1.0,1,0.0,1.0,1.0,1.0,3.0,0.0,1.0,209
1,3.0,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,225
1,2.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,172
1,2.0,1.0,1,1.0,1.0,0.0,1.0,3.0,0.0,2.0,234
1,2.0,1.0,1,0.0,0.0,0.0,1.0,3.0,1.0,1.0,232
0,2.0,0.0,1,1.0,1.0,2.0,1.0,1.0,1.0,0.0,197
0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,136
1,1.0,2.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,134
0,4.0,1.0,0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,198
0,2.0,0.0,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,266
0,2.0,2.0,1,0.0,0.0,1.0,1.0,0.0,1.0,2.0,154
0,2.0,1.0,0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,199
